campagne,date,jour,variable,groupe,valeur,Année
2023-2024,2023-11-18,33,DOSES(J07E1),65 ans et plus,55835,2024
2023-2024,2023-11-18,33,ACTE(VGP),moins de 65 ans,17214,2024
2023-2024,2023-11-18,33,DOSES(J07E1),moins de 65 ans,31942,2024
2023-2024,2023-11-19,34,ACTE(VGP),65 ans et plus,211,2024
2023-2024,2023-11-19,34,DOSES(J07E1),65 ans et plus,608,2024
2023-2024,2023-11-19,34,ACTE(VGP),moins de 65 ans,163,2024
2023-2024,2023-11-19,34,DOSES(J07E1),moins de 65 ans,443,2024
2023-2024,2023-11-20,35,ACTE(VGP),65 ans et plus,95141,2024
2023-2024,2023-11-20,35,DOSES(J07E1),65 ans et plus,148910,2024
2023-2024,2023-11-20,35,ACTE(VGP),moins de 65 ans,23549,2024
2023-2024,2023-11-20,35,DOSES(J07E1),moins de 65 ans,43661,2024
2023-2024,2023-11-21,36,ACTE(VGP),65 ans et plus,107664,2024
2023-2024,2023-11-21,36,DOSES(J07E1),65 ans et plus,165047,2024
2023-2024,2023-11-21,36,ACTE(VGP),moins de 65 ans,24741,2024
2023-2024,2023-11-21,36,DOSES(J07E1),moins de 65 ans,44373,2024
2023-2024,2023-11-22,37,ACTE(VGP),65 ans et plus,78683,2024
2023-2024,2023-11-22,37,DOSES(J07E1),65 ans et plus,123742,2024
2023-2024,2023-11-22,37,ACTE(VGP),moins de 65 ans,21286,2024
2023-2024,2023-11-22,37,DOSES(J07E1),moins de 65 ans,39395,2024
2023-2024,2023-11-23,38,ACTE(VGP),65 ans et plus,80829,2024
2023-2024,2023-11-23,38,DOSES(J07E1),65 ans et plus,125475,2024
2023-2024,2023-11-23,38,ACTE(VGP),moins de 65 ans,20648,2024
2023-2024,2023-11-23,38,DOSES(J07E1),moins de 65 ans,37328,2024
2023-2024,2023-11-24,39,ACTE(VGP),65 ans et plus,78890,2024
2023-2024,2023-11-24,39,DOSES(J07E1),65 ans et plus,120489,2024
2023-2024,2023-11-24,39,ACTE(VGP),moins de 65 ans,25275,2024
2023-2024,2023-11-24,39,DOSES(J07E1),moins de 65 ans,42706,2024
2023-2024,2023-11-25,40,ACTE(VGP),65 ans et plus,21630,2024
2023-2024,2023-11-25,40,DOSES(J07E1),65 ans et plus,42430,2024
2023-2024,2023-11-25,40,ACTE(VGP),moins de 65 ans,14107,2024
2023-2024,2023-11-25,40,DOSES(J07E1),moins de 65 ans,25784,2024
2023-2024,2023-11-26,41,ACTE(VGP),65 ans et plus,145,2024
2023-2024,2023-11-26,41,DOSES(J07E1),65 ans et plus,373,2024
2023-2024,2023-11-26,41,ACTE(VGP),moins de 65 ans,169,2024
2023-2024,2023-11-26,41,DOSES(J07E1),moins de 65 ans,340,2024
2023-2024,2023-11-27,42,ACTE(VGP),65 ans et plus,69847,2024
2023-2024,2023-11-27,42,DOSES(J07E1),65 ans et plus,105969,2024
2023-2024,2023-11-27,42,ACTE(VGP),moins de 65 ans,18791,2024
2023-2024,2023-11-27,42,DOSES(J07E1),moins de 65 ans,34569,2024
2023-2024,2023-11-28,43,ACTE(VGP),65 ans et plus,83264,2024
2023-2024,2023-11-28,43,DOSES(J07E1),65 ans et plus,122574,2024
2023-2024,2023-11-28,43,ACTE(VGP),moins de 65 ans,20484,2024
2023-2024,2023-11-28,43,DOSES(J07E1),moins de 65 ans,36585,2024
2023-2024,2023-11-29,44,ACTE(VGP),65 ans et plus,60762,2024
2023-2024,2023-11-29,44,DOSES(J07E1),65 ans et plus,93716,2024
2023-2024,2023-11-29,44,ACTE(VGP),moins de 65 ans,18143,2024
2023-2024,2023-11-29,44,DOSES(J07E1),moins de 65 ans,33570,2024
2023-2024,2023-11-30,45,ACTE(VGP),65 ans et plus,63289,2024
2023-2024,2023-11-30,45,DOSES(J07E1),65 ans et plus,94177,2024
2023-2024,2023-11-30,45,ACTE(VGP),moins de 65 ans,17375,2024
2023-2024,2023-11-30,45,DOSES(J07E1),moins de 65 ans,31418,2024
2023-2024,2023-12-01,46,ACTE(VGP),65 ans et plus,62594,2024
2023-2024,2023-12-01,46,DOSES(J07E1),65 ans et plus,91116,2024
2023-2024,2023-12-01,46,ACTE(VGP),moins de 65 ans,21350,2024
2023-2024,2023-12-01,46,DOSES(J07E1),moins de 65 ans,35154,2024
2023-2024,2023-12-02,47,ACTE(VGP),65 ans et plus,18175,2024
2023-2024,2023-12-02,47,DOSES(J07E1),65 ans et plus,32141,2024
2023-2024,2023-12-02,47,ACTE(VGP),moins de 65 ans,12480,2024
2023-2024,2023-12-02,47,DOSES(J07E1),moins de 65 ans,21756,2024
2023-2024,2023-12-03,48,ACTE(VGP),65 ans et plus,151,2024
2023-2024,2023-12-03,48,DOSES(J07E1),65 ans et plus,351,2024
2023-2024,2023-12-03,48,ACTE(VGP),moins de 65 ans,183,2024
2023-2024,2023-12-03,48,DOSES(J07E1),moins de 65 ans,353,2024
2023-2024,2023-12-04,49,ACTE(VGP),65 ans et plus,52991,2024
2023-2024,2023-12-04,49,DOSES(J07E1),65 ans et plus,76705,2024
2023-2024,2023-12-04,49,ACTE(VGP),moins de 65 ans,16318,2024
2023-2024,2023-12-04,49,DOSES(J07E1),moins de 65 ans,27687,2024
2023-2024,2023-12-05,50,ACTE(VGP),65 ans et plus,63320,2024
2023-2024,2023-12-05,50,DOSES(J07E1),65 ans et plus,90360,2024
2023-2024,2023-12-05,50,ACTE(VGP),moins de 65 ans,17137,2024
2023-2024,2023-12-05,50,DOSES(J07E1),moins de 65 ans,29270,2024
2023-2024,2023-12-06,51,ACTE(VGP),65 ans et plus,46721,2024
2023-2024,2023-12-06,51,DOSES(J07E1),65 ans et plus,69153,2024
2023-2024,2023-12-06,51,ACTE(VGP),moins de 65 ans,14921,2024
2023-2024,2023-12-06,51,DOSES(J07E1),moins de 65 ans,26224,2024
2023-2024,2023-12-07,52,ACTE(VGP),65 ans et plus,51810,2024
2023-2024,2023-12-07,52,DOSES(J07E1),65 ans et plus,74786,2024
2023-2024,2023-12-07,52,ACTE(VGP),moins de 65 ans,15986,2024
2023-2024,2023-12-07,52,DOSES(J07E1),moins de 65 ans,26524,2024
2023-2024,2023-12-08,53,ACTE(VGP),65 ans et plus,50129,2024
2023-2024,2023-12-08,53,DOSES(J07E1),65 ans et plus,70281,2024
2023-2024,2023-12-08,53,ACTE(VGP),moins de 65 ans,18755,2024
2023-2024,2023-12-08,53,DOSES(J07E1),moins de 65 ans,29992,2024
2023-2024,2023-12-09,54,ACTE(VGP),65 ans et plus,13277,2024
2023-2024,2023-12-09,54,DOSES(J07E1),65 ans et plus,22842,2024
2023-2024,2023-12-09,54,ACTE(VGP),moins de 65 ans,10188,2024
2023-2024,2023-12-09,54,DOSES(J07E1),moins de 65 ans,17685,2024
2023-2024,2023-12-10,55,ACTE(VGP),65 ans et plus,119,2024
2023-2024,2023-12-10,55,DOSES(J07E1),65 ans et plus,192,2024
2023-2024,2023-12-10,55,ACTE(VGP),moins de 65 ans,174,2024
2023-2024,2023-12-10,55,DOSES(J07E1),moins de 65 ans,355,2024
2023-2024,2023-12-11,56,ACTE(VGP),65 ans et plus,40992,2024
2023-2024,2023-12-11,56,DOSES(J07E1),65 ans et plus,58286,2024
2023-2024,2023-12-11,56,ACTE(VGP),moins de 65 ans,14081,2024
2023-2024,2023-12-11,56,DOSES(J07E1),moins de 65 ans,23224,2024
2023-2024,2023-12-12,57,ACTE(VGP),65 ans et plus,43464,2024
2023-2024,2023-12-12,57,DOSES(J07E1),65 ans et plus,60320,2024
2023-2024,2023-12-12,57,ACTE(VGP),moins de 65 ans,14349,2024
2023-2024,2023-12-12,57,DOSES(J07E1),moins de 65 ans,22916,2024
2023-2024,2023-12-13,58,ACTE(VGP),65 ans et plus,32619,2024
2023-2024,2023-12-13,58,DOSES(J07E1),65 ans et plus,46069,2024
2023-2024,2023-12-13,58,ACTE(VGP),moins de 65 ans,12203,2024
2023-2024,2023-12-13,58,DOSES(J07E1),moins de 65 ans,20515,2024
2023-2024,2023-12-14,59,ACTE(VGP),65 ans et plus,37864,2024
2023-2024,2023-12-14,59,DOSES(J07E1),65 ans et plus,53286,2024
2023-2024,2023-12-14,59,ACTE(VGP),moins de 65 ans,13292,2024
2023-2024,2023-12-14,59,DOSES(J07E1),moins de 65 ans,21688,2024
2023-2024,2023-12-15,60,ACTE(VGP),65 ans et plus,36273,2024
2023-2024,2023-12-15,60,DOSES(J07E1),65 ans et plus,50499,2024
2023-2024,2023-12-15,60,ACTE(VGP),moins de 65 ans,15482,2024
2023-2024,2023-12-15,60,DOSES(J07E1),moins de 65 ans,23877,2024
2023-2024,2023-12-16,61,ACTE(VGP),65 ans et plus,11619,2024
2023-2024,2023-12-16,61,DOSES(J07E1),65 ans et plus,18144,2024
2023-2024,2023-12-16,61,ACTE(VGP),moins de 65 ans,9035,2024
2023-2024,2023-12-16,61,DOSES(J07E1),moins de 65 ans,14506,2024
2023-2024,2023-12-17,62,ACTE(VGP),65 ans et plus,145,2024
2023-2024,2023-12-17,62,DOSES(J07E1),65 ans et plus,200,2024
2023-2024,2023-12-17,62,ACTE(VGP),moins de 65 ans,140,2024
2023-2024,2023-12-17,62,DOSES(J07E1),moins de 65 ans,333,2024
2023-2024,2023-12-18,63,ACTE(VGP),65 ans et plus,27432,2024
2023-2024,2023-12-18,63,DOSES(J07E1),65 ans et plus,37720,2024
2023-2024,2023-12-18,63,ACTE(VGP),moins de 65 ans,11618,2024
2023-2024,2023-12-18,63,DOSES(J07E1),moins de 65 ans,18296,2024
2023-2024,2023-12-19,64,ACTE(VGP),65 ans et plus,27983,2024
2023-2024,2023-12-19,64,DOSES(J07E1),65 ans et plus,38774,2024
2023-2024,2023-12-19,64,ACTE(VGP),moins de 65 ans,11355,2024
2023-2024,2023-12-19,64,DOSES(J07E1),moins de 65 ans,17797,2024
2023-2024,2023-12-20,65,ACTE(VGP),65 ans et plus,17798,2024
2023-2024,2023-12-20,65,DOSES(J07E1),65 ans et plus,25972,2024
2023-2024,2023-12-20,65,ACTE(VGP),moins de 65 ans,8780,2024
2023-2024,2023-12-20,65,DOSES(J07E1),moins de 65 ans,14240,2024
2023-2024,2023-12-21,66,ACTE(VGP),65 ans et plus,16079,2024
2023-2024,2023-12-21,66,DOSES(J07E1),65 ans et plus,23821,2024
2023-2024,2023-12-21,66,ACTE(VGP),moins de 65 ans,7939,2024
2023-2024,2023-12-21,66,DOSES(J07E1),moins de 65 ans,13035,2024
2023-2024,2023-12-22,67,ACTE(VGP),65 ans et plus,13489,2024
2023-2024,2023-12-22,67,DOSES(J07E1),65 ans et plus,19936,2024
2023-2024,2023-12-22,67,ACTE(VGP),moins de 65 ans,7933,2024
2023-2024,2023-12-22,67,DOSES(J07E1),moins de 65 ans,12828,2024
2023-2024,2023-12-23,68,ACTE(VGP),65 ans et plus,3590,2024
2023-2024,2023-12-23,68,DOSES(J07E1),65 ans et plus,6571,2024
2023-2024,2023-12-23,68,ACTE(VGP),moins de 65 ans,3215,2024
2023-2024,2023-12-23,68,DOSES(J07E1),moins de 65 ans,6206,2024
2023-2024,2023-12-24,69,ACTE(VGP),65 ans et plus,34,2024
2023-2024,2023-12-24,69,DOSES(J07E1),65 ans et plus,66,2024
2023-2024,2023-12-24,69,ACTE(VGP),moins de 65 ans,32,2024
2023-2024,2023-12-24,69,DOSES(J07E1),moins de 65 ans,104,2024
2023-2024,2023-12-25,70,ACTE(VGP),65 ans et plus,39,2024
2023-2024,2023-12-25,70,DOSES(J07E1),65 ans et plus,56,2024
2023-2024,2023-12-25,70,ACTE(VGP),moins de 65 ans,33,2024
2023-2024,2023-12-25,70,DOSES(J07E1),moins de 65 ans,66,2024
2023-2024,2023-12-26,71,ACTE(VGP),65 ans et plus,7874,2024
2023-2024,2023-12-26,71,DOSES(J07E1),65 ans et plus,11661,2024
2023-2024,2023-12-26,71,ACTE(VGP),moins de 65 ans,4640,2024
2023-2024,2023-12-26,71,DOSES(J07E1),moins de 65 ans,7761,2024
2023-2024,2023-12-27,72,ACTE(VGP),65 ans et plus,8479,2024
2023-2024,2023-12-27,72,DOSES(J07E1),65 ans et plus,12304,2024
2023-2024,2023-12-27,72,ACTE(VGP),moins de 65 ans,4951,2024
2023-2024,2023-12-27,72,DOSES(J07E1),moins de 65 ans,8234,2024
2023-2024,2023-12-28,73,ACTE(VGP),65 ans et plus,9561,2024
2023-2024,2023-12-28,73,DOSES(J07E1),65 ans et plus,13389,2024
2023-2024,2023-12-28,73,ACTE(VGP),moins de 65 ans,5231,2024
2023-2024,2023-12-28,73,DOSES(J07E1),moins de 65 ans,8499,2024
2023-2024,2023-12-29,74,ACTE(VGP),65 ans et plus,9193,2024
2023-2024,2023-12-29,74,DOSES(J07E1),65 ans et plus,13621,2024
2023-2024,2023-12-29,74,ACTE(VGP),moins de 65 ans,5532,2024
2023-2024,2023-12-29,74,DOSES(J07E1),moins de 65 ans,8973,2024
2023-2024,2023-12-30,75,ACTE(VGP),65 ans et plus,3584,2024
2023-2024,2023-12-30,75,DOSES(J07E1),65 ans et plus,5778,2024
2023-2024,2023-12-30,75,ACTE(VGP),moins de 65 ans,2757,2024
2023-2024,2023-12-30,75,DOSES(J07E1),moins de 65 ans,4963,2024
2023-2024,2023-12-31,76,ACTE(VGP),65 ans et plus,35,2024
2023-2024,2023-12-31,76,DOSES(J07E1),65 ans et plus,96,2024
2023-2024,2023-12-31,76,ACTE(VGP),moins de 65 ans,23,2024
2023-2024,2023-12-31,76,DOSES(J07E1),moins de 65 ans,119,2024
2023-2024,2024-01-01,77,ACTE(VGP),65 ans et plus,30,2024
2023-2024,2024-01-01,77,DOSES(J07E1),65 ans et plus,35,2024
2023-2024,2024-01-01,77,ACTE(VGP),moins de 65 ans,19,2024
2023-2024,2024-01-01,77,DOSES(J07E1),moins de 65 ans,63,2024
2023-2024,2024-01-02,78,ACTE(VGP),65 ans et plus,9180,2024
2023-2024,2024-01-02,78,DOSES(J07E1),65 ans et plus,12836,2024
2023-2024,2024-01-02,78,ACTE(VGP),moins de 65 ans,4597,2024
2023-2024,2024-01-02,78,DOSES(J07E1),moins de 65 ans,7262,2024
2023-2024,2024-01-03,79,ACTE(VGP),65 ans et plus,9448,2024
2023-2024,2024-01-03,79,DOSES(J07E1),65 ans et plus,13066,2024
2023-2024,2024-01-03,79,ACTE(VGP),moins de 65 ans,4236,2024
2023-2024,2024-01-03,79,DOSES(J07E1),moins de 65 ans,6709,2024
2023-2024,2024-01-04,80,ACTE(VGP),65 ans et plus,9815,2024
2023-2024,2024-01-04,80,DOSES(J07E1),65 ans et plus,13780,2024
2023-2024,2024-01-04,80,ACTE(VGP),moins de 65 ans,4293,2024
2023-2024,2024-01-04,80,DOSES(J07E1),moins de 65 ans,6760,2024
2023-2024,2024-01-05,81,ACTE(VGP),65 ans et plus,10500,2024
2023-2024,2024-01-05,81,DOSES(J07E1),65 ans et plus,14155,2024
2023-2024,2024-01-05,81,ACTE(VGP),moins de 65 ans,5440,2024
2023-2024,2024-01-05,81,DOSES(J07E1),moins de 65 ans,8051,2024
2023-2024,2024-01-06,82,ACTE(VGP),65 ans et plus,4356,2024
2023-2024,2024-01-06,82,DOSES(J07E1),65 ans et plus,6702,2024
2023-2024,2024-01-06,82,ACTE(VGP),moins de 65 ans,3228,2024
2023-2024,2024-01-06,82,DOSES(J07E1),moins de 65 ans,4933,2024
2023-2024,2024-01-07,83,ACTE(VGP),65 ans et plus,57,2024
2023-2024,2024-01-07,83,DOSES(J07E1),65 ans et plus,220,2024
2023-2024,2024-01-07,83,ACTE(VGP),moins de 65 ans,42,2024
2023-2024,2024-01-07,83,DOSES(J07E1),moins de 65 ans,133,2024
2023-2024,2024-01-08,84,ACTE(VGP),65 ans et plus,9058,2024
2023-2024,2024-01-08,84,DOSES(J07E1),65 ans et plus,12153,2024
2023-2024,2024-01-08,84,ACTE(VGP),moins de 65 ans,4029,2024
2023-2024,2024-01-08,84,DOSES(J07E1),moins de 65 ans,6272,2024
2023-2024,2024-01-09,85,ACTE(VGP),65 ans et plus,8667,2024
2023-2024,2024-01-09,85,DOSES(J07E1),65 ans et plus,11764,2024
2023-2024,2024-01-09,85,ACTE(VGP),moins de 65 ans,3647,2024
2023-2024,2024-01-09,85,DOSES(J07E1),moins de 65 ans,5793,2024
2023-2024,2024-01-10,86,ACTE(VGP),65 ans et plus,6011,2024
2023-2024,2024-01-10,86,DOSES(J07E1),65 ans et plus,8795,2024
2023-2024,2024-01-10,86,ACTE(VGP),moins de 65 ans,2958,2024
2023-2024,2024-01-10,86,DOSES(J07E1),moins de 65 ans,5197,2024
2023-2024,2024-01-11,87,ACTE(VGP),65 ans et plus,6830,2024
2023-2024,2024-01-11,87,DOSES(J07E1),65 ans et plus,9735,2024
2023-2024,2024-01-11,87,ACTE(VGP),moins de 65 ans,3159,2024
2023-2024,2024-01-11,87,DOSES(J07E1),moins de 65 ans,4898,2024
2023-2024,2024-01-12,88,ACTE(VGP),65 ans et plus,6958,2024
2023-2024,2024-01-12,88,DOSES(J07E1),65 ans et plus,9423,2024
2023-2024,2024-01-12,88,ACTE(VGP),moins de 65 ans,3573,2024
2023-2024,2024-01-12,88,DOSES(J07E1),moins de 65 ans,5392,2024
2023-2024,2024-01-13,89,ACTE(VGP),65 ans et plus,2609,2024
2023-2024,2024-01-13,89,DOSES(J07E1),65 ans et plus,4108,2024
2023-2024,2024-01-13,89,ACTE(VGP),moins de 65 ans,2386,2024
2023-2024,2024-01-13,89,DOSES(J07E1),moins de 65 ans,3580,2024
2023-2024,2024-01-14,90,ACTE(VGP),65 ans et plus,27,2024
2023-2024,2024-01-14,90,DOSES(J07E1),65 ans et plus,55,2024
2023-2024,2024-01-14,90,ACTE(VGP),moins de 65 ans,35,2024
2023-2024,2024-01-14,90,DOSES(J07E1),moins de 65 ans,78,2024
2023-2024,2024-01-15,91,ACTE(VGP),65 ans et plus,4770,2024
2023-2024,2024-01-15,91,DOSES(J07E1),65 ans et plus,7018,2024
2023-2024,2024-01-15,91,ACTE(VGP),moins de 65 ans,2499,2024
2023-2024,2024-01-15,91,DOSES(J07E1),moins de 65 ans,4128,2024
2023-2024,2024-01-16,92,ACTE(VGP),65 ans et plus,5694,2024
2023-2024,2024-01-16,92,DOSES(J07E1),65 ans et plus,7703,2024
2023-2024,2024-01-16,92,ACTE(VGP),moins de 65 ans,2407,2024
2023-2024,2024-01-16,92,DOSES(J07E1),moins de 65 ans,3854,2024
2023-2024,2024-01-17,93,ACTE(VGP),65 ans et plus,3443,2024
2023-2024,2024-01-17,93,DOSES(J07E1),65 ans et plus,4637,2024
2023-2024,2024-01-17,93,ACTE(VGP),moins de 65 ans,1824,2024
2023-2024,2024-01-17,93,DOSES(J07E1),moins de 65 ans,3037,2024
2023-2024,2024-01-18,94,ACTE(VGP),65 ans et plus,3417,2024
2023-2024,2024-01-18,94,DOSES(J07E1),65 ans et plus,4673,2024
2023-2024,2024-01-18,94,ACTE(VGP),moins de 65 ans,1822,2024
2023-2024,2024-01-18,94,DOSES(J07E1),moins de 65 ans,2971,2024
2023-2024,2024-01-19,95,ACTE(VGP),65 ans et plus,3382,2024
2023-2024,2024-01-19,95,DOSES(J07E1),65 ans et plus,4802,2024
2023-2024,2024-01-19,95,ACTE(VGP),moins de 65 ans,2012,2024
2023-2024,2024-01-19,95,DOSES(J07E1),moins de 65 ans,3102,2024
2023-2024,2024-01-20,96,ACTE(VGP),65 ans et plus,1177,2024
2023-2024,2024-01-20,96,DOSES(J07E1),65 ans et plus,1780,2024
2023-2024,2024-01-20,96,ACTE(VGP),moins de 65 ans,1301,2024
2023-2024,2024-01-20,96,DOSES(J07E1),moins de 65 ans,1922,2024
2023-2024,2024-01-21,97,ACTE(VGP),65 ans et plus,8,2024
2023-2024,2024-01-21,97,DOSES(J07E1),65 ans et plus,21,2024
2023-2024,2024-01-21,97,ACTE(VGP),moins de 65 ans,27,2024
2023-2024,2024-01-21,97,DOSES(J07E1),moins de 65 ans,54,2024
2023-2024,2024-01-22,98,ACTE(VGP),65 ans et plus,2825,2024
2023-2024,2024-01-22,98,DOSES(J07E1),65 ans et plus,3915,2024
2023-2024,2024-01-22,98,ACTE(VGP),moins de 65 ans,1658,2024
2023-2024,2024-01-22,98,DOSES(J07E1),moins de 65 ans,2918,2024
2023-2024,2024-01-23,99,ACTE(VGP),65 ans et plus,3331,2024
2023-2024,2024-01-23,99,DOSES(J07E1),65 ans et plus,4802,2024
2023-2024,2024-01-23,99,ACTE(VGP),moins de 65 ans,1699,2024
2023-2024,2024-01-23,99,DOSES(J07E1),moins de 65 ans,2713,2024
2023-2024,2024-01-24,100,ACTE(VGP),65 ans et plus,2583,2024
2023-2024,2024-01-24,100,DOSES(J07E1),65 ans et plus,3884,2024
2023-2024,2024-01-24,100,ACTE(VGP),moins de 65 ans,1489,2024
2023-2024,2024-01-24,100,DOSES(J07E1),moins de 65 ans,2561,2024
2023-2024,2024-01-25,101,ACTE(VGP),65 ans et plus,2665,2024
2023-2024,2024-01-25,101,DOSES(J07E1),65 ans et plus,3912,2024
2023-2024,2024-01-25,101,ACTE(VGP),moins de 65 ans,1385,2024
2023-2024,2024-01-25,101,DOSES(J07E1),moins de 65 ans,2108,2024
2023-2024,2024-01-26,102,ACTE(VGP),65 ans et plus,2466,2024
2023-2024,2024-01-26,102,DOSES(J07E1),65 ans et plus,3615,2024
2023-2024,2024-01-26,102,ACTE(VGP),moins de 65 ans,1615,2024
2023-2024,2024-01-26,102,DOSES(J07E1),moins de 65 ans,2648,2024
2023-2024,2024-01-27,103,ACTE(VGP),65 ans et plus,1092,2024
2023-2024,2024-01-27,103,DOSES(J07E1),65 ans et plus,1711,2024
2023-2024,2024-01-27,103,ACTE(VGP),moins de 65 ans,999,2024
2023-2024,2024-01-27,103,DOSES(J07E1),moins de 65 ans,1764,2024
2023-2024,2024-01-28,104,ACTE(VGP),65 ans et plus,24,2024
2023-2024,2024-01-28,104,DOSES(J07E1),65 ans et plus,68,2024
2023-2024,2024-01-28,104,ACTE(VGP),moins de 65 ans,9,2024
2023-2024,2024-01-28,104,DOSES(J07E1),moins de 65 ans,36,2024
2023-2024,2024-01-29,105,ACTE(VGP),65 ans et plus,2569,2024
2023-2024,2024-01-29,105,DOSES(J07E1),65 ans et plus,3727,2024
2023-2024,2024-01-29,105,ACTE(VGP),moins de 65 ans,1387,2024
2023-2024,2024-01-29,105,DOSES(J07E1),moins de 65 ans,2348,2024
2023-2024,2024-01-30,106,ACTE(VGP),65 ans et plus,2651,2024
2023-2024,2024-01-30,106,DOSES(J07E1),65 ans et plus,3404,2024
2023-2024,2024-01-30,106,ACTE(VGP),moins de 65 ans,1464,2024
2023-2024,2024-01-30,106,DOSES(J07E1),moins de 65 ans,2489,2024
2023-2024,2024-01-31,107,ACTE(VGP),65 ans et plus,2234,2024
2023-2024,2024-01-31,107,DOSES(J07E1),65 ans et plus,3064,2024
2023-2024,2024-01-31,107,ACTE(VGP),moins de 65 ans,1485,2024
2023-2024,2024-01-31,107,DOSES(J07E1),moins de 65 ans,2304,2024
2023-2024,2024-02-01,108,ACTE(VGP),65 ans et plus,1361,2024
2023-2024,2024-02-01,108,DOSES(J07E1),65 ans et plus,1543,2024
2023-2024,2024-02-01,108,ACTE(VGP),moins de 65 ans,901,2024
2023-2024,2024-02-01,108,DOSES(J07E1),moins de 65 ans,1433,2024
2023-2024,2024-02-02,109,ACTE(VGP),65 ans et plus,1613,2024
2023-2024,2024-02-02,109,DOSES(J07E1),65 ans et plus,1995,2024
2023-2024,2024-02-02,109,ACTE(VGP),moins de 65 ans,1124,2024
2023-2024,2024-02-02,109,DOSES(J07E1),moins de 65 ans,1752,2024
2023-2024,2024-02-03,110,ACTE(VGP),65 ans et plus,652,2024
2023-2024,2024-02-03,110,DOSES(J07E1),65 ans et plus,1033,2024
2023-2024,2024-02-03,110,ACTE(VGP),moins de 65 ans,797,2024
2023-2024,2024-02-03,110,DOSES(J07E1),moins de 65 ans,1193,2024
2023-2024,2024-02-04,111,ACTE(VGP),65 ans et plus,16,2024
2023-2024,2024-02-04,111,DOSES(J07E1),65 ans et plus,28,2024
2023-2024,2024-02-04,111,ACTE(VGP),moins de 65 ans,6,2024
2023-2024,2024-02-04,111,DOSES(J07E1),moins de 65 ans,49,2024
2023-2024,2024-02-05,112,ACTE(VGP),65 ans et plus,1173,2024
2023-2024,2024-02-05,112,DOSES(J07E1),65 ans et plus,1563,2024
2023-2024,2024-02-05,112,ACTE(VGP),moins de 65 ans,858,2024
2023-2024,2024-02-05,112,DOSES(J07E1),moins de 65 ans,1401,2024
2023-2024,2024-02-06,113,ACTE(VGP),65 ans et plus,1121,2024
2023-2024,2024-02-06,113,DOSES(J07E1),65 ans et plus,1305,2024
2023-2024,2024-02-06,113,ACTE(VGP),moins de 65 ans,742,2024
2023-2024,2024-02-06,113,DOSES(J07E1),moins de 65 ans,1210,2024
2023-2024,2024-02-07,114,ACTE(VGP),65 ans et plus,701,2024
2023-2024,2024-02-07,114,DOSES(J07E1),65 ans et plus,875,2024
2023-2024,2024-02-07,114,ACTE(VGP),moins de 65 ans,725,2024
2023-2024,2024-02-07,114,DOSES(J07E1),moins de 65 ans,1111,2024
2023-2024,2024-02-08,115,ACTE(VGP),65 ans et plus,898,2024
2023-2024,2024-02-08,115,DOSES(J07E1),65 ans et plus,1176,2024
2023-2024,2024-02-08,115,ACTE(VGP),moins de 65 ans,707,2024
2023-2024,2024-02-08,115,DOSES(J07E1),moins de 65 ans,1076,2024
2023-2024,2024-02-09,116,ACTE(VGP),65 ans et plus,775,2024
2023-2024,2024-02-09,116,DOSES(J07E1),65 ans et plus,898,2024
2023-2024,2024-02-09,116,ACTE(VGP),moins de 65 ans,649,2024
2023-2024,2024-02-09,116,DOSES(J07E1),moins de 65 ans,988,2024
2023-2024,2024-02-10,117,ACTE(VGP),65 ans et plus,272,2024
2023-2024,2024-02-10,117,DOSES(J07E1),65 ans et plus,372,2024
2023-2024,2024-02-10,117,ACTE(VGP),moins de 65 ans,410,2024
2023-2024,2024-02-10,117,DOSES(J07E1),moins de 65 ans,642,2024
2023-2024,2024-02-11,118,ACTE(VGP),65 ans et plus,21,2024
2023-2024,2024-02-11,118,DOSES(J07E1),65 ans et plus,14,2024
2023-2024,2024-02-11,118,ACTE(VGP),moins de 65 ans,10,2024
2023-2024,2024-02-11,118,DOSES(J07E1),moins de 65 ans,18,2024
2023-2024,2024-02-12,119,ACTE(VGP),65 ans et plus,531,2024
2023-2024,2024-02-12,119,DOSES(J07E1),65 ans et plus,576,2024
2023-2024,2024-02-12,119,ACTE(VGP),moins de 65 ans,556,2024
2023-2024,2024-02-12,119,DOSES(J07E1),moins de 65 ans,762,2024
2023-2024,2024-02-13,120,ACTE(VGP),65 ans et plus,534,2024
2023-2024,2024-02-13,120,DOSES(J07E1),65 ans et plus,649,2024
2023-2024,2024-02-13,120,ACTE(VGP),moins de 65 ans,495,2024
2023-2024,2024-02-13,120,DOSES(J07E1),moins de 65 ans,787,2024
2023-2024,2024-02-14,121,ACTE(VGP),65 ans et plus,400,2024
2023-2024,2024-02-14,121,DOSES(J07E1),65 ans et plus,416,2024
2023-2024,2024-02-14,121,ACTE(VGP),moins de 65 ans,422,2024
2023-2024,2024-02-14,121,DOSES(J07E1),moins de 65 ans,692,2024
2023-2024,2024-02-15,122,ACTE(VGP),65 ans et plus,429,2024
2023-2024,2024-02-15,122,DOSES(J07E1),65 ans et plus,550,2024
2023-2024,2024-02-15,122,ACTE(VGP),moins de 65 ans,432,2024
2023-2024,2024-02-15,122,DOSES(J07E1),moins de 65 ans,584,2024
2023-2024,2024-02-16,123,ACTE(VGP),65 ans et plus,393,2024
